source_image,page_index,name,hp,evolves_from,ability_name,ability_text,attacks,set_name,set_code,card_number,artist,weakness,resistance,retreat,notes,rarity,quantity,est_grade,page_sha1,ocr_len,parse_warnings
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_j_ar3r3x/FirstScan/FirstScan_page_002.png,1,Stufful,70,,,,Light Punch :: Colorless :: 10 | Flop :: Colorless :: 20,Unknown,MEG,111/132,Shibuzoh,Fighting ×2,,Colorless,"{""unreadable"": [], ""stage"": ""Basic"", ""types"": [""Colorless""], ""setboxLetters"": ""I"", ""isPromo"": false, ""printYear"": 2025, ""layout"": ""pokemon""}",,1,,69adb794dcef0deaf519a8cb6dcbeaf3f8b8bd03,0,
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_j_ar3r3x/FirstScan/FirstScan_page_004.png,2,Lunatone,70,,Lunar Cycle,"Once during your turn, if you have Solrock in play, you may discard a Basic Energy card from your hand in order to use this Ability. Draw 3 cards. You can't use more than 1 Lunar Cycle Ability each turn.",Power Gem :: 50,Meteorite Pokémon,,033/XY,5ban Graphics,,,,"{""unreadable"": [], ""stage"": ""Basic"", ""types"": [""Psychic""], ""isPromo"": false, ""printYear"": 2016, ""layout"": ""pokemon""}",,1,,e6f65b23bbf32d567ad919d57597f946bf43fa33,418,"fallback:artist_missing,fallback:card_number_missing,fallback:hp_missing"
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_j_ar3r3x/FirstScan/FirstScan_page_006.png,3,Centiskorch,140,Sizzlipede,,,"Coiling Crush :: Colorless :: 50 :: Flip 2 coins. For each heads, discard an Energy from your opponent's Active Pokémon. | Heat Crawler :: Fire/Colorless :: 140",Inca],MEG,030/132,Shiburingar,Water ×2,,Colorless,"{""unreadable"": [], ""stage"": ""Stage 1"", ""types"": [""Fire""], ""setboxLetters"": ""MEG"", ""isPromo"": false, ""printYear"": 2025, ""layout"": ""pokemon"", ""fallbackSuggestions"": {""artist"": ""OCS eyes"", ""set_code"": ""OCS""}}",,1,,ca73275ecea025911bcf6a2f0ac9011fd8efe27a,242,"fallback:artist_missing,fallback:card_number_missing,fallback:hp_missing"
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_j_ar3r3x/FirstScan/FirstScan_page_008.png,4,Mystery Garden,=i RAINGR:,,,,"SSIS a te)
Resp Satish Seats eu REARS Se
Oh darts cen byes rn enone ye ee
SORCS ane eee layers turn, t ze Dery ae :
SORCE ring each: pla Be ver meee a
eee from thei shand in;order to: draw can sung
Eanes Card from their hant Morden to dew oom
prgreenes reer ee feichandas they have @)P SUOR
etheyhave's Gta i hele and as che) live ec eupeenie |
a 7 oe
cee ee ee ae oe
Deere anetee a SSeS SOIT NDS ONE
SERA STS tite wea",,MEG,122/132,Ayumi Odashima,,,"ieiths vetScea recat
SS ee","{""unreadable"": [""hp"", ""types"", ""text.attacks"", ""text.weaknesses"", ""text.resistances"", ""text.retreatCost""], ""setboxLetters"": ""MEG"", ""isPromo"": false, ""printYear"": 2025, ""layout"": ""pokemon"", ""remoteWarnings"": {""unreadable"": [""hp"", ""text.attacks"", ""text.resistances"", ""text.retreatCost"", ""text.weaknesses"", ""types""], ""lowConfidence"": [""evolvesFrom"", ""hp"", ""set"", ""stage"", ""stamps"", ""text"", ""types""]}}",,1,,ac0d18203702c3f2d97873b1e7d7fed055f6b5a7,259,"fallback:artist_missing,fallback:card_number_missing,fallback:hp_missing,remote_low_conf:evolvesFrom,remote_low_conf:hp,remote_low_conf:set,remote_low_conf:stage,remote_low_conf:stamps,remote_low_conf:text,remote_low_conf:types,remote_unreadable:hp,remote_unreadable:text.attacks,remote_unreadable:text.resistances,remote_unreadable:text.retreatCost,remote_unreadable:text.weaknesses,remote_unreadable:types"
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_j_ar3r3x/FirstScan/FirstScan_page_010.png,5,Shedinja,60,Nincada,Fragile Husk,"If this Pokémon is Knocked Out by damage from an attack from your opponent's Pokémon ex, your opponent can't take any Prize cards for it.",Damage Beat :: Grass :: 20× :: This attack does 20 damage for each damage counter on your opponent's Active Pokémon.,Mega Evolution,MEG,061/132,IKEDA Saki,Psychic ×2,Fighting -30,Colorless,"{""unreadable"": [], ""stage"": ""Stage 1"", ""types"": [""Grass""], ""setboxLetters"": ""MEG"", ""isPromo"": false, ""printYear"": 2025, ""layout"": ""pokemon"", ""fallbackSuggestions"": {""artist"": ""OGD cae cieare body nnd"", ""set_code"": ""OGD""}}",,1,,ae58a3e0c3fca9067624da708b64c1540aa22b9d,0,
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_j_ar3r3x/FirstScan/FirstScan_page_012.png,6,Cinderace,160,Raboot,Explosiveness,"If this Pokémon is in your hand when you are setting up to play, you may put it face down in the Active Spot.","Turbo Flare :: Colorless :: 50 :: Search your deck for up to 3 Basic Energy cards and attach them to your Benched Pokémon in any way you like. Then, shuffle your deck.",Sword & Shield,SSH,028/132,REND,Water ×2,,Colorless,"{""unreadable"": [], ""stage"": ""Stage 2"", ""types"": [""Fire""], ""setboxLetters"": ""MEG"", ""isPromo"": false, ""printYear"": 2023, ""layout"": ""pokemon"", ""fallbackSuggestions"": {""set_code"": ""REND""}}",,1,,1797d99ec8ec3f26e769a8034fea22f64a468487,0,
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_j_ar3r3x/FirstScan/FirstScan_page_014.png,7,Cinderace,160,Raboot,Striker,"If this Pokémon is in your hand when you are setting up to play, you may put it face down in the Active Spot.","Turbo Flare :: Colorless :: 50 :: Search your deck for up to 3 Basic Energy cards and attach them to your Benched Pokémon in any way you like. Then, shuffle your deck.",Sereno,MEG,028/132,REND,Water ×2,,Colorless,"{""unreadable"": [], ""stage"": ""Stage 2"", ""types"": [""Fire""], ""setboxLetters"": ""MEG"", ""isPromo"": false, ""printYear"": 2025, ""layout"": ""pokemon"", ""fallbackSuggestions"": {""artist"": ""HRENO} itsico Oomm: -""}}",,1,,b826a628ae791b28993397797db26799c25a9d33,265,"fallback:artist_missing,fallback:card_number_missing,fallback:hp_missing"
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_j_ar3r3x/FirstScan/FirstScan_page_016.png,8,Zeraora,110,,,,"Electro Fall :: Lightning :: 30+ :: If you have at least 4 Lightning Energy in play, this attack does 90 more damage.",Thunder,THD,024/189,5ban Graphics,,,Colorless,"{""unreadable"": [], ""stage"": ""Basic"", ""types"": [""Lightning""], ""isPromo"": false, ""printYear"": 2021, ""layout"": ""pokemon"", ""fallbackSuggestions"": {""name"": ""MAAMAAATANNHUT""}}",,1,,24e654d0311f862461d0c677c654298136e72975,0,
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_j_ar3r3x/FirstScan/FirstScan_page_018.png,9,Magnemite,50,,,,Beam :: Lightning :: 10,,,008/130,,,,,"{""unreadable"": [""set.name"", ""set.code"", ""printYear"", ""illustrator""], ""stage"": ""Basic"", ""types"": [""Lightning""], ""isPromo"": false, ""layout"": ""pokemon"", ""remoteWarnings"": {""unreadable"": [""illustrator"", ""printYear"", ""set.code"", ""set.name""]}}",,1,,dd5c036c6e7de9cbd9ae55fd4ec609c5d888feb6,91,"artist_missing,fallback:artist_missing,fallback:card_number_missing,fallback:hp_missing,remote_unreadable:illustrator,remote_unreadable:printYear,remote_unreadable:set.code,remote_unreadable:set.name"
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_j_ar3r3x/FirstScan/FirstScan_page_020.png,10,Lt. Surge's Bargain,,,,,,tise,MEG,120/132,Hideki Ishikawa,,,,"{""unreadable"": [], ""isPromo"": false, ""printYear"": 2025, ""layout"": ""pokemon"", ""fallbackSuggestions"": {""name"": ""- aaa"", ""artist"": ""Ne eee"", ""set_code"": ""OU""}}",,1,,a0f93c67d70a717427c1c83baed43bae4fed920a,301,"fallback:artist_missing,fallback:card_number_missing,fallback:hp_missing,hp_missing"
